val_test_id,val_test_split,dev_id,topic,token_jaccard,sequence_similarity,structural_similarity,family_1,family_2
vct-362,validation,vct-142,field_property,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-362,validation,vct-152,field_property,1.0,1.0,1.0,fam-parking-lot,fam-flight-ticket
vct-362,validation,vct-162,field_property,1.0,1.0,1.0,fam-parking-lot,fam-hotel-room
vct-362,validation,vct-172,field_property,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-362,validation,vct-182,field_property,1.0,1.0,1.0,fam-parking-lot,fam-wallet-balance
vct-362,validation,vct-192,field_property,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-362,validation,vct-202,field_property,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-362,validation,vct-212,field_property,1.0,1.0,1.0,fam-parking-lot,fam-vehicle-speed
vct-362,validation,vct-222,field_property,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-362,validation,vct-232,field_property,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-362,validation,vct-242,field_property,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-362,validation,vct-252,field_property,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-362,validation,vct-262,field_property,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-362,validation,vct-272,field_property,1.0,1.0,1.0,fam-parking-lot,fam-vending-machine
vct-362,validation,vct-282,field_property,1.0,1.0,1.0,fam-parking-lot,fam-parcel-shipping
vct-362,validation,vct-292,field_property,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-362,validation,vct-302,field_property,1.0,1.0,1.0,fam-parking-lot,fam-thermostat-climate
vct-362,validation,vct-312,field_property,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-362,validation,vct-322,field_property,1.0,1.0,1.0,fam-parking-lot,fam-recipe-ingredient
vct-362,validation,vct-332,field_property,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-362,validation,vct-342,field_property,1.0,1.0,1.0,fam-parking-lot,fam-saving-deposit
vct-362,validation,vct-352,field_property,1.0,1.0,1.0,fam-parking-lot,fam-drone-flight
vct-363,validation,vct-003,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-student-profile
vct-363,validation,vct-013,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-bank-account
vct-363,validation,vct-023,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-363,validation,vct-033,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-employee-payroll
vct-363,validation,vct-043,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-363,validation,vct-053,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-car-odometer
vct-363,validation,vct-063,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-rectangle-geometry
vct-363,validation,vct-073,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-circle-geometry
vct-363,validation,vct-083,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-bank-card
vct-363,validation,vct-093,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-customer-order
vct-363,validation,vct-103,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-363,validation,vct-113,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-363,validation,vct-123,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-temperature-sensor
vct-363,validation,vct-133,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-363,validation,vct-143,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-363,validation,vct-153,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-flight-ticket
vct-363,validation,vct-163,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-hotel-room
vct-363,validation,vct-173,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-363,validation,vct-183,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-wallet-balance
vct-363,validation,vct-193,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-363,validation,vct-203,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-363,validation,vct-213,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-vehicle-speed
vct-363,validation,vct-223,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-363,validation,vct-233,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-363,validation,vct-243,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-363,validation,vct-253,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-363,validation,vct-263,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-363,validation,vct-273,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-vending-machine
vct-363,validation,vct-283,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-parcel-shipping
vct-363,validation,vct-293,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-363,validation,vct-303,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-thermostat-climate
vct-363,validation,vct-313,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-363,validation,vct-323,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-recipe-ingredient
vct-363,validation,vct-333,getter_setter,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-363,validation,vct-343,getter_setter,0.9333,0.962,0.9477,fam-parking-lot,fam-saving-deposit
vct-363,validation,vct-353,getter_setter,0.9333,0.9656,0.9495,fam-parking-lot,fam-drone-flight
vct-364,validation,vct-004,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-student-profile
vct-364,validation,vct-014,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-bank-account
vct-364,validation,vct-024,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-364,validation,vct-034,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-employee-payroll
vct-364,validation,vct-044,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-364,validation,vct-054,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-car-odometer
vct-364,validation,vct-064,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-rectangle-geometry
vct-364,validation,vct-074,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-circle-geometry
vct-364,validation,vct-084,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-bank-card
vct-364,validation,vct-094,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-customer-order
vct-364,validation,vct-104,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-364,validation,vct-114,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-364,validation,vct-124,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-temperature-sensor
vct-364,validation,vct-134,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-364,validation,vct-144,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-364,validation,vct-154,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-flight-ticket
vct-364,validation,vct-164,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-hotel-room
vct-364,validation,vct-174,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-364,validation,vct-184,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-wallet-balance
vct-364,validation,vct-194,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-364,validation,vct-204,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-364,validation,vct-214,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-vehicle-speed
vct-364,validation,vct-224,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-364,validation,vct-234,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-364,validation,vct-244,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-364,validation,vct-254,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-364,validation,vct-264,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-364,validation,vct-274,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-vending-machine
vct-364,validation,vct-284,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-parcel-shipping
vct-364,validation,vct-294,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-364,validation,vct-304,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-thermostat-climate
vct-364,validation,vct-314,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-364,validation,vct-324,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-recipe-ingredient
vct-364,validation,vct-334,constructor_this,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-364,validation,vct-344,constructor_this,0.9355,0.9649,0.9502,fam-parking-lot,fam-saving-deposit
vct-364,validation,vct-354,constructor_this,0.9355,0.9683,0.9519,fam-parking-lot,fam-drone-flight
vct-365,validation,vct-005,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-student-profile
vct-365,validation,vct-015,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-bank-account
vct-365,validation,vct-025,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-365,validation,vct-035,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-employee-payroll
vct-365,validation,vct-045,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-365,validation,vct-055,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-car-odometer
vct-365,validation,vct-065,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-rectangle-geometry
vct-365,validation,vct-075,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-circle-geometry
vct-365,validation,vct-085,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-bank-card
vct-365,validation,vct-095,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-customer-order
vct-365,validation,vct-105,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-365,validation,vct-115,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-365,validation,vct-125,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-temperature-sensor
vct-365,validation,vct-135,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-365,validation,vct-145,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-365,validation,vct-155,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-flight-ticket
vct-365,validation,vct-165,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-hotel-room
vct-365,validation,vct-175,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-365,validation,vct-185,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-wallet-balance
vct-365,validation,vct-195,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-365,validation,vct-205,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-365,validation,vct-215,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-vehicle-speed
vct-365,validation,vct-225,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-365,validation,vct-235,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-365,validation,vct-245,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-365,validation,vct-255,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-365,validation,vct-265,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-365,validation,vct-275,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-vending-machine
vct-365,validation,vct-285,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-parcel-shipping
vct-365,validation,vct-295,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-365,validation,vct-305,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-thermostat-climate
vct-365,validation,vct-315,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-365,validation,vct-325,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-recipe-ingredient
vct-365,validation,vct-335,method_parameter,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-365,validation,vct-345,method_parameter,0.9375,0.9655,0.9515,fam-parking-lot,fam-saving-deposit
vct-365,validation,vct-355,method_parameter,0.9375,0.9689,0.9532,fam-parking-lot,fam-drone-flight
vct-366,validation,vct-006,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-student-profile
vct-366,validation,vct-016,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-bank-account
vct-366,validation,vct-026,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-366,validation,vct-036,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-employee-payroll
vct-366,validation,vct-046,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-366,validation,vct-056,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-car-odometer
vct-366,validation,vct-066,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-rectangle-geometry
vct-366,validation,vct-076,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-circle-geometry
vct-366,validation,vct-086,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-bank-card
vct-366,validation,vct-096,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-customer-order
vct-366,validation,vct-106,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-366,validation,vct-116,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-366,validation,vct-126,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-temperature-sensor
vct-366,validation,vct-136,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-366,validation,vct-146,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-366,validation,vct-156,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-flight-ticket
vct-366,validation,vct-166,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-hotel-room
vct-366,validation,vct-176,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-366,validation,vct-186,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-wallet-balance
vct-366,validation,vct-196,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-366,validation,vct-206,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-366,validation,vct-216,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-vehicle-speed
vct-366,validation,vct-226,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-366,validation,vct-236,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-366,validation,vct-246,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-366,validation,vct-256,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-366,validation,vct-266,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-366,validation,vct-276,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-vending-machine
vct-366,validation,vct-286,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-parcel-shipping
vct-366,validation,vct-296,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-366,validation,vct-306,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-thermostat-climate
vct-366,validation,vct-316,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-366,validation,vct-326,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-recipe-ingredient
vct-366,validation,vct-336,encapsulation_validation,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-366,validation,vct-346,encapsulation_validation,0.9355,0.9635,0.9495,fam-parking-lot,fam-saving-deposit
vct-366,validation,vct-356,encapsulation_validation,0.9355,0.967,0.9513,fam-parking-lot,fam-drone-flight
vct-367,validation,vct-007,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-student-profile
vct-367,validation,vct-017,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-bank-account
vct-367,validation,vct-027,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-367,validation,vct-037,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-employee-payroll
vct-367,validation,vct-047,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-367,validation,vct-057,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-car-odometer
vct-367,validation,vct-067,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-rectangle-geometry
vct-367,validation,vct-077,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-circle-geometry
vct-367,validation,vct-087,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-bank-card
vct-367,validation,vct-097,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-customer-order
vct-367,validation,vct-107,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-367,validation,vct-117,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-367,validation,vct-127,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-temperature-sensor
vct-367,validation,vct-137,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-367,validation,vct-147,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-367,validation,vct-157,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-flight-ticket
vct-367,validation,vct-167,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-hotel-room
vct-367,validation,vct-177,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-367,validation,vct-187,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-wallet-balance
vct-367,validation,vct-197,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-367,validation,vct-207,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-367,validation,vct-217,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-vehicle-speed
vct-367,validation,vct-227,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-laptop-spec
vct-367,validation,vct-237,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-music-track
vct-367,validation,vct-247,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-classroom-seat
vct-367,validation,vct-257,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-medical-record
vct-367,validation,vct-267,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-coffee-order
vct-367,validation,vct-277,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-vending-machine
vct-367,validation,vct-287,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-parcel-shipping
vct-367,validation,vct-297,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-elevator-controller
vct-367,validation,vct-307,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-thermostat-climate
vct-367,validation,vct-317,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-fitness-tracker
vct-367,validation,vct-327,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-recipe-ingredient
vct-367,validation,vct-337,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-task-todo
vct-367,validation,vct-347,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-saving-deposit
vct-367,validation,vct-357,static_instance,1.0,1.0,1.0,fam-parking-lot,fam-drone-flight
vct-368,validation,vct-008,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-student-profile
vct-368,validation,vct-018,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-bank-account
vct-368,validation,vct-028,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-product-inventory
vct-368,validation,vct-038,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-employee-payroll
vct-368,validation,vct-048,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-library-book
vct-368,validation,vct-058,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-car-odometer
vct-368,validation,vct-068,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-rectangle-geometry
vct-368,validation,vct-078,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-circle-geometry
vct-368,validation,vct-088,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-bank-card
vct-368,validation,vct-098,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-customer-order
vct-368,validation,vct-108,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-course-enrollment
vct-368,validation,vct-118,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-shopping-cart
vct-368,validation,vct-128,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-temperature-sensor
vct-368,validation,vct-138,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-smartphone-battery
vct-368,validation,vct-148,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-pet-care
vct-368,validation,vct-158,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-flight-ticket
vct-368,validation,vct-168,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-hotel-room
vct-368,validation,vct-178,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-movie-ticket
vct-368,validation,vct-188,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-wallet-balance
vct-368,validation,vct-198,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-timer-stopwatch
vct-368,validation,vct-208,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-game-character
vct-368,validation,vct-218,inheritance_polymorphism,1.0,1.0,1.0,fam-parking-lot,fam-vehicle-speed
